0, 0
1e-05, 0
0.00032, 0
0.00243, 0
0.01024, 0
0.03125, 0
0.07776, 0
0.16807, 0
0.32768, 0
0.59049, 0
1, 0
1, 1e-05
1, 0.00032
1, 0.00243
1, 0.01024
1, 0.03125
1, 0.07776
1, 0.16807
1, 0.32768
1, 0.59049
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0.59049, 1.00001
0.32768, 1.00032
0.16807, 1.00243
0.07776, 1.01024
0.03125, 1.03125
0.01024, 1.07776
0.00243, 1.16807
0.00032, 1.32768
1e-05, 1.59049
0, 2
0, 2.00001
0, 2.00032
0, 2.00243
0, 2.01024
0, 2.03125
0, 2.07776
0, 2.16807
0, 2.32768
0, 2.59049
-8.95119e-58, 3
1e-05, 3.00001
0.00032, 3.00032
0.00243, 3.00243
0.01024, 3.01024
0.03125, 3.03125
0.07776, 3.07776
0.16807, 3.16807
0.32768, 3.32768
0.59049, 3.59049
1, 4
1.00001, 3.91854
1.00032, 3.73728
1.00243, 3.52822
1.01024, 3.33696
1.03125, 3.1875
1.07776, 3.08704
1.16807, 3.03078
1.32768, 3.00672
1.59049, 3.00046
2, 3
2.00046, 3
2.00672, 3
2.03078, 3
2.08704, 3
2.1875, 3
2.33696, 3
2.52822, 3
2.73728, 3
2.91854, 3
3, 3
3.00001, 3
3.00032, 3
3.00243, 3
3.01024, 3
3.03125, 3
3.07776, 3
3.16807, 3
3.32768, 3
3.59049, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 3
4, 2.59049
4, 2.32768
4, 2.16807
4, 2.07776
4, 2.03125
4, 2.01024
4, 2.00243
4, 2.00032
4, 2.00001
4, 2
4.00001, 1.5905
4.00032, 1.328
4.00243, 1.1705
4.01024, 1.088
4.03125, 1.0625
4.07776, 1.088
4.16807, 1.1705
4.32768, 1.328
4.59049, 1.5905
5, 2
5.32806, 1.59049
5.40992, 1.32768
5.36258, 1.16807
5.26944, 1.07776
5.1875, 1.03125
5.15456, 1.01024
5.19642, 1.00243
5.33408, 1.00032
5.59094, 1.00001
6, 1
6.00001, 1
6.00032, 1
6.00243, 1
6.01024, 1
6.03125, 1
6.07776, 1
6.16807, 1
6.32768, 1
6.59049, 1
7, 1
7.00001, 1
7.00032, 1
7.00243, 1
7.01024, 1
7.03125, 1
7.07776, 1
7.16807, 1
7.32768, 1
7.59049, 1
8, 1
7.91855, 0.59049
7.7376, 0.32768
7.53065, 0.16807
7.3472, 0.07776
7.21875, 0.03125
7.1648, 0.01024
7.19885, 0.00243
7.3344, 0.00032
7.59095, 1e-05
8, 0
8.00001, 0
8.00032, 0
8.00243, 0
8.01024, 0
8.03125, 0
8.07776, 0
8.16807, 0
8.32768, 0
8.59049, 0
9, 0
9.00001, 0
9.00032, 0
9.00243, 0
9.01024, 0
9.03125, 0
9.07776, 0
9.16807, 0
9.32768, 0
9.59049, 0
10, 0
10, 0
10.0003, 0
10.0024, 0
10.0102, 0
10.0313, 0
10.0778, 0
10.1681, 0
10.3277, 0
10.5905, 0
11, 8.00285e-43
11, 0.00046
11, 0.00672
11, 0.03078
11, 0.08704
11, 0.1875
11, 0.33696
11, 0.52822
11, 0.73728
11, 0.91854
11, 1
11, 1.00046
11, 1.00672
11, 1.03078
11, 1.08704
11, 1.1875
11, 1.33696
11, 1.52822
11, 1.73728
11, 1.91854
11, 2
11, 2.00001
11, 2.00032
11, 2.00243
11, 2.01024
11, 2.03125
11, 2.07776
11, 2.16807
11, 2.32768
11, 2.59049
11, 3
11, 3.00001
11, 3.00032
11, 3.00243
11, 3.01024
11, 3.03125
11, 3.07776
11, 3.16807
11, 3.32768
11, 3.59049
11, 4
10.5905, 3.91855
10.3277, 3.7376
10.1681, 3.53065
10.0778, 3.3472
10.0312, 3.21875
10.0102, 3.1648
10.0024, 3.19885
10.0003, 3.3344
10, 3.59095
10, 4
10, 4.00046
10, 4.00672
10, 4.03078
10, 4.08704
10, 4.1875
10, 4.33696
10, 4.52822
10, 4.73728
10, 4.91854
10, 5
10, 5.00045
10.0003, 5.0064
10.0024, 5.02835
10.0102, 5.0768
10.0313, 5.15625
10.0778, 5.2592
10.1681, 5.36015
10.3277, 5.4096
10.5905, 5.32805
11, 5
11, 5.00001
11, 5.00032
11, 5.00243
11, 5.01024
11, 5.03125
11, 5.07776
11, 5.16807
11, 5.32768
11, 5.59049
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
11, 6
10.5905, 6
10.3277, 6
10.1681, 6
10.0778, 6
10.0312, 6
10.0102, 6
10.0024, 6
10.0003, 6
10, 6
10, 6
9.59049, 6
9.32768, 6
9.16807, 6
9.07776, 6
9.03125, 6
9.01024, 6
9.00243, 6
9.00032, 6
9.00001, 6
9, 6
8.59049, 6
8.32768, 6
8.16807, 6
8.07776, 6
8.03125, 6
8.01024, 6
8.00243, 6
8.00032, 6
8.00001, 6
8, 6
8.00001, 5.91854
8.00032, 5.73728
8.00243, 5.52822
8.01024, 5.33696
8.03125, 5.1875
8.07776, 5.08704
8.16807, 5.03078
8.32768, 5.00672
8.59049, 5.00046
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 5
9, 4.59049
9, 4.32768
9, 4.16807
9, 4.07776
9, 4.03125
9, 4.01024
9, 4.00243
9, 4.00032
9, 4.00001
9, 4
8.59049, 4
8.32768, 4
8.16807, 4
8.07776, 4
8.03125, 4
8.01024, 4
8.00243, 4
8.00032, 4
8.00001, 4
8, 4
7.59049, 4.00001
7.32768, 4.00032
7.16807, 4.00243
7.07776, 4.01024
7.03125, 4.03125
7.01024, 4.07776
7.00243, 4.16807
7.00032, 4.32768
7.00001, 4.59049
7, 5
7, 5.32805
7, 5.4096
7, 5.36015
7, 5.2592
7, 5.15625
7, 5.0768
7, 5.02835
7, 5.0064
7, 5.00045
7, 5
6.59049, 5
6.32768, 5
6.16807, 5
6.07776, 5
6.03125, 5
6.01024, 5
6.00243, 5
6.00032, 5
6.00001, 5
6, 5
6.00046, 4.59049
6.00672, 4.32768
6.03078, 4.16807
6.08704, 4.07776
6.1875, 4.03125
6.33696, 4.01024
6.52822, 4.00243
6.73728, 4.00032
6.91854, 4.00001
7, 4
6.59049, 3.59049
6.32768, 3.32768
6.16807, 3.16807
6.07776, 3.07776
6.03125, 3.03125
6.01024, 3.01024
6.00243, 3.00243
6.00032, 3.00032
6.00001, 3.00001
6, 3
6.00045, 2.59049
6.0064, 2.32768
6.02835, 2.16807
6.0768, 2.07776
6.15625, 2.03125
6.2592, 2.01024
6.36015, 2.00243
6.4096, 2.00032
6.32805, 2.00001
6, 2
5.59094, 2.00001
5.33408, 2.00032
5.19642, 2.00243
5.15456, 2.01024
5.1875, 2.03125
5.26944, 2.07776
5.36258, 2.16807
5.40992, 2.32768
5.32806, 2.59049
5, 3
5, 3.00001
5, 3.00032
5, 3.00243
5, 3.01024
5, 3.03125
5, 3.07776
5, 3.16807
5, 3.32768
5, 3.59049
5, 4
5, 4.00001
5, 4.00032
5, 4.00243
5, 4.01024
5, 4.03125
5, 4.07776
5, 4.16807
5, 4.32768
5, 4.59049
5, 5
4.59049, 4.919
4.32768, 4.744
4.16807, 4.559
4.07776, 4.424
4.03125, 4.375
4.01024, 4.424
4.00243, 4.559
4.00032, 4.744
4.00001, 4.919
4, 5
4.00046, 5
4.00672, 5
4.03078, 5
4.08704, 5
4.1875, 5
4.33696, 5
4.52822, 5
4.73728, 5
4.91854, 5
5, 5
5, 5.00001
5, 5.00032
5, 5.00243
5, 5.01024
5, 5.03125
5, 5.07776
5, 5.16807
5, 5.32768
5, 5.59049
5, 6
5, 6.00046
5, 6.00672
5, 6.03078
5, 6.08704
5, 6.1875
5, 6.33696
5, 6.52822
5, 6.73728
5, 6.91854
5, 7
4.91854, 6.5905
4.73728, 6.328
4.52822, 6.1705
4.33696, 6.088
4.1875, 6.0625
4.08704, 6.088
4.03078, 6.1705
4.00672, 6.328
4.00046, 6.5905
4, 7
3.59049, 6.91854
3.32768, 6.73728
3.16807, 6.52822
3.07776, 6.33696
3.03125, 6.1875
3.01024, 6.08704
3.00243, 6.03078
3.00032, 6.00672
3.00001, 6.00046
3, 6
3, 5.59049
3, 5.32768
3, 5.16807
3, 5.07776
3, 5.03125
3, 5.01024
3, 5.00243
3, 5.00032
3, 5.00001
3, 5
3.00045, 4.91854
3.0064, 4.73728
3.02835, 4.52822
3.0768, 4.33696
3.15625, 4.1875
3.2592, 4.08704
3.36015, 4.03078
3.4096, 4.00672
3.32805, 4.00046
3, 4
2.59049, 4.00046
2.32768, 4.00672
2.16807, 4.03078
2.07776, 4.08704
2.03125, 4.1875
2.01024, 4.33696
2.00243, 4.52822
2.00032, 4.73728
2.00001, 4.91854
2, 5
2.00045, 5
2.0064, 5
2.02835, 5
2.0768, 5
2.15625, 5
2.2592, 5
2.36015, 5
2.4096, 5
2.32805, 5
2, 5
1.59049, 5.00001
1.32768, 5.00032
1.16807, 5.00243
1.07776, 5.01024
1.03125, 5.03125
1.01024, 5.07776
1.00243, 5.16807
1.00032, 5.32768
1.00001, 5.59049
1, 6
1, 6.00046
1, 6.00672
1, 6.03078
1, 6.08704
1, 6.1875
1, 6.33696
1, 6.52822
1, 6.73728
1, 6.91854
1, 7
0.59049, 6.5905
0.32768, 6.328
0.16807, 6.1705
0.07776, 6.088
0.03125, 6.0625
0.01024, 6.088
0.00243, 6.1705
0.00032, 6.328
1e-05, 6.5905
0, 7
0, 7.00001
0, 7.00032
0, 7.00243
0, 7.01024
0, 7.03125
0, 7.07776
0, 7.16807
0, 7.32768
0, 7.59049
2.45275e-53, 8
1e-05, 8
0.00032, 8
0.00243, 8
0.01024, 8
0.03125, 8
0.07776, 8
0.16807, 8
0.32768, 8
0.59049, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1, 8
1.00001, 7.59049
1.00032, 7.32768
1.00243, 7.16807
1.01024, 7.07776
1.03125, 7.03125
1.07776, 7.01024
1.16807, 7.00243
1.32768, 7.00032
1.59049, 7.00001
2, 7
2.00046, 7.00001
2.00672, 7.00032
2.03078, 7.00243
2.08704, 7.01024
2.1875, 7.03125
2.33696, 7.07776
2.52822, 7.16807
2.73728, 7.32768
2.91854, 7.59049
3, 8
2.59049, 8.00001
2.32768, 8.00032
2.16807, 8.00243
2.07776, 8.01024
2.03125, 8.03125
2.01024, 8.07776
2.00243, 8.16807
2.00032, 8.32768
2.00001, 8.59049
2, 9
2, 9.00046
2, 9.00672
2, 9.03078
2, 9.08704
2, 9.1875
2, 9.33696
2, 9.52822
2, 9.73728
2, 9.91854
2, 10
2.00046, 10
2.00672, 10.0003
2.03078, 10.0024
2.08704, 10.0102
2.1875, 10.0313
2.33696, 10.0778
2.52822, 10.1681
2.73728, 10.3277
2.91854, 10.5905
3, 11
2.59049, 11
2.32768, 11
2.16807, 11
2.07776, 11
2.03125, 11
2.01024, 11
2.00243, 11
2.00032, 11
2.00001, 11
2, 11
1.59049, 11
1.32768, 11
1.16807, 11
1.07776, 11
1.03125, 11
1.01024, 11
1.00243, 11
1.00032, 11
1.00001, 11
1, 11
1, 10.5905
1, 10.3277
1, 10.1681
1, 10.0778
1, 10.0312
1, 10.0102
1, 10.0024
1, 10.0003
1, 10
1, 10
0.59049, 10
0.32768, 10.0003
0.16807, 10.0024
0.07776, 10.0102
0.03125, 10.0313
0.01024, 10.0778
0.00243, 10.1681
0.00032, 10.3277
1e-05, 10.5905
0, 11
0, 11
0, 11.0003
0, 11.0024
0, 11.0102
0, 11.0313
0, 11.0778
0, 11.1681
0, 11.3277
0, 11.5905
8.21038e-42, 12
0.00046, 12
0.00672, 12
0.03078, 12
0.08704, 12
0.1875, 12
0.33696, 12
0.52822, 12
0.73728, 12
0.91854, 12
1, 12
1, 12.0005
1, 12.0067
1, 12.0308
1, 12.087
1, 12.1875
1, 12.337
1, 12.5282
1, 12.7373
1, 12.9185
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
1, 13
0.59049, 13
0.32768, 13.0003
0.16807, 13.0024
0.07776, 13.0102
0.03125, 13.0313
0.01024, 13.0778
0.00243, 13.1681
0.00032, 13.3277
1e-05, 13.5905
0, 14
0, 14
0, 14.0003
0, 14.0024
0, 14.0102
0, 14.0313
0, 14.0778
0, 14.1681
0, 14.3277
0, 14.5905
8.42298e-53, 15
1e-05, 15
0.00032, 15.0003
0.00243, 15.0024
0.01024, 15.0102
0.03125, 15.0313
0.07776, 15.0778
0.16807, 15.1681
0.32768, 15.3277
0.59049, 15.5905
1, 16
1.00001, 15.5905
1.00032, 15.3277
1.00243, 15.1681
1.01024, 15.0778
1.03125, 15.0312
1.07776, 15.0102
1.16807, 15.0024
1.32768, 15.0003
1.59049, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 15
2, 14.9185
2, 14.7373
2, 14.5282
2, 14.337
2, 14.1875
2, 14.087
2, 14.0308
2, 14.0067
2, 14.0005
2, 14
2.00001, 13.5905
2.00032, 13.3277
2.00243, 13.1681
2.01024, 13.0778
2.03125, 13.0312
2.07776, 13.0102
2.16807, 13.0024
2.32768, 13.0003
2.59049, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 13
3, 12.5905
3, 12.3277
3, 12.1681
3, 12.0778
3, 12.0312
3, 12.0102
3, 12.0024
3, 12.0003
3, 12
3, 12
3.00046, 11.5905
3.00672, 11.3277
3.03078, 11.1681
3.08704, 11.0778
3.1875, 11.0312
3.33696, 11.0102
3.52822, 11.0024
3.73728, 11.0003
3.91854, 11
4, 11
3.5905, 10.5905
3.328, 10.3277
3.1705, 10.1681
3.088, 10.0778
3.0625, 10.0312
3.088, 10.0102
3.1705, 10.0024
3.328, 10.0003
3.5905, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4, 10
4.00046, 9.91854
4.00672, 9.73728
4.03078, 9.52822
4.08704, 9.33696
4.1875, 9.1875
4.33696, 9.08704
4.52822, 9.03078
4.73728, 9.00672
4.91854, 9.00046
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 9
5, 8.59049
5, 8.32768
5, 8.16807
5, 8.07776
5, 8.03125
5, 8.01024
5, 8.00243
5, 8.00032
5, 8.00001
5, 8
4.59049, 8
4.32768, 8
4.16807, 8
4.07776, 8
4.03125, 8
4.01024, 8
4.00243, 8
4.00032, 8
4.00001, 8
4, 8
4.00001, 7.59049
4.00032, 7.32768
4.00243, 7.16807
4.01024, 7.07776
4.03125, 7.03125
4.07776, 7.01024
4.16807, 7.00243
4.32768, 7.00032
4.59049, 7.00001
5, 7
5.00001, 7
5.00032, 7
5.00243, 7
5.01024, 7
5.03125, 7
5.07776, 7
5.16807, 7
5.32768, 7
5.59049, 7
6, 7
6.00001, 7
6.00032, 7
6.00243, 7
6.01024, 7
6.03125, 7
6.07776, 7
